scene_script,summary
"INT. CAR - NIGHT

Joel and Clementine pull up to Clementine's house.

		JOEL
	I dropped you off after.  You said --

		CLEMENTINE
		(Mae West)
	Come up and see me... now.

		JOEL
	It's very late.

		CLEMENTINE
	Yes, exactly.  Exactly my point.","Joel and Clementine are in a car, pulling up at the latter's house. As they get out of the car, Joel reminds Clementine of something she said earlier. She responds with a Mae West reference, asking him if he wants to come up and see her. Joel hesitates, saying that it's very late. But Clementine insists that's precisely the point."
"INT. CLEMENTINE'S APARTMENT - NIGHT

Joel and Clementine are in the midst of awkward shy sex.

		JOEL
	This was our first time.

The scene starts to fade.  Joel watches Clementine disappear.","﻿In the scene, Joel and Clementine are in Clementine's apartment. They are engaged in a sexual encounter that is awkward and shy. Joel expresses his discomfort about it being their first time together. The scene ends with Clementine disappearing from view while Joel watches her go."
"INT. LACUNA RECEPTION AREA - NIGHT

Mary enters the dark room, frazzled.  She flips on the
fluorescent lights and searches the file folders, finds one
with her name on it.  Her jaw drops.  With a shaky hand, she
puts the tape into the player on her desk and presses ""play.""

		MIERZWIAK VOICE
	Okay, so just tell me what you remember.
	And we'll take it from there.

		MARY'S VOICE
		(shaky)
	Um, I liked you immediately.  At the job
	interview.  You seemed so... important
	and mature.  And I loved that you were
	helping all these people.  You didn't
	come on to me at all.  I liked that.  I
	was tongue-tied around you at first.  I
	wanted you to think I was smart.  You
	were so nice.  I loved the way you
	smelled.  I couldn't wait to come to
	work.  I had these fantasies of us being
	married and having kids and just...
		(starts to cry)
	...and so... then... when...
	that one day, when I thought you looked
	at me back... like... Oh, Howie, I can't
	do this?  How can I do this?

		MIERZWIAK VOICE
	It's what's best, Mary.  You know that.

Mary slumps to the floor.  We move into her eyes.

		MARY'S VOICE
	Yeah, I know.  Oh, God.  Okay, well, I
	was so excited...

A SERIES OF MURKY IMAGES.  NO DETAIL.

A flirtatious look from Mierzwiak.

		MARY'S VOICE (CONT'D)
	...Remember you bought me that little
	wind-up frog?

A vague shot of a wind-up frog.

		MARY'S VOICE (CONT'D)
	And you said...

A vague shot of Mierzwiak mouthing to Mary's voice.

		MARY'S VOICE (CONT'D)
	""This is for your desk.  Just a little
	token""

Back to Mary sitting on the floor, listening to the tape.

		MARY'S VOICE (CONT'D)
	I knew then... I knew something was going
	to happen... something wonderful.","Mary is in the reception area at Lacuna and turns on the lights to search file folders. She finds a folder with her name on it and discovers a tape, which she plays. On the tape, Mary is heard speaking about her feelings towards Mierzwiak. She talks about how she liked him immediately, loved how he was helping all these people and fantasized about being married and having kids. She recalls the day when Mierzwiak told her that they should not be together, and how she was devastated but knew it was the best thing to do. The tape then shows murky images with no detail, but Mary continues to talk about the wind-up frog that Mierzwiak had bought for her and how it was ""just a little token"" for her desk. Mary says she felt like something wonderful was going to happen. The scene ends with Mary sitting on the floor, still listening to the tape."
"INT. JOEL'S APARTMENT - NIGHT

Joel sits in the quiet living room.  The scene is fading.

		JOEL
	Naomi.

		VOICE-OVER
	On the couch.  Dark.  Quiet.  I wondered
	if I had made a terrible mistake.  I
	almost reached for the phone about a
	thousand times.  I thought I could take
	it back, erase it, explain I had
	momentarily lost my mind. Then I told
	myself we weren't happy.  That was the
	truth.  That what we were was safe.
	It was unfair to you and to me to stay in
	a relationship for that reason.  I
	thought about Clementine and the spark
	when I was with her, but then I thought
	what you and I had was real and adult and
	therefore significant even if it wasn't
	much fun.   But I wanted fun.  I saw
	other people having fun and I wanted it.
	Then I thought fun is a lie, that no one
	is really having fun; I'm being suckered
	by advertising and movie bullshit... then
	I thought maybe not, maybe not.  And then
	I thought, as I always do at this point
	in my argument, about dying.","Joel is sitting in his dark and quiet living room and his thoughts are heard in voice-over. He contemplates whether breaking up with Naomi was a mistake and almost takes it back multiple times. He reasons that they were not happy, and it was unfair and untrue to themselves to stay in a relationship for that reason. Joel reflects on his time with Clementine and the joy she brought him, but thinks that what he shared with Naomi was real and significant despite not being ""fun."" Soon, Joel wonders if ""fun"" is even real or just an illusion created by advertising and movies. Lastly, as a constant point in his thoughts, Joel thinks about death."
"INT. ROOM - DAY

An elderly man sits.

		VOICE-OVER
	I projected myself to the end of my life
	in some vague rendition of my old man
	self.  I imagined looking back with a
	tremendous hole of regret in my heart.","In this scene, we see an elderly man sitting alone in a room. A voiceover can be heard, which seems to be the man's internal thoughts. The man explains that he projected himself to the end of his life and visualized his own self in old age. He imagines that at that point in his life, he will look back with a lot of regret in his heart."
"INT. JOEL'S APARTMENT - NIGHT

Joel sits.

		VOICE-OVER
	I didn't pick up the phone to call you,
	Naomi.  I didn't pick up the phone.

The scene dissolves.","﻿In the scene, Joel is sitting in his apartment at night. He appears to be deep in thought as he speaks directly to the camera with a voice-over. He expresses that he did not call Naomi and that this action was intentional. The scene ends abruptly with the dissolve of the image."
"INT. JOEL'S APARTMENT - DAY

Namoi is red-eyed from crying.  She is packing things in
boxes.  Joel paces, steals glances at her, doesn't know what
to say.  She holds up a book.  The scene starts to fade.

		NAOMI
	Yours?

		JOEL
	You take it.  I don't know.

She tosses it in a box.

		JOEL (CONT'D)
	Naomi, I really value our relationship.
	I hope it's possible for us to stay in
	touch.

		NAOMI
	Don't do this to me now, Joel.  Really.","Joel and Naomi are packing items in boxes in Joel's apartment. Naomi seems to have been crying as her eyes are red. Joel is pacing back and forth looking at her but unsure about what he should say. Naomi holds up a book and asks if it belongs to him. Joel tells her to take it, but she tosses it in a box. Joel then expresses his appreciation for Naomi and their relationship, hoping they can still keep in touch. However, Naomi tells him not to bring this up now and begs him not to continue. The scene fades out."
"INT. JOEL'S BEDROOM - DAY

Joel watches out the window as Naomi stuffs a final box in
the trunk of a car.  There's another woman down there with
her.  They get into the car and drive off.","﻿In the scene, Joel is in his bedroom and observes Naomi packing a final box into her car. There are two women present in the scene, one of whom helps Naomi load the trunk. After loading the trunk, they get into the car and drive away."
"INT. BORDER'S BOOKSTORE - NIGHT

Joel talks to Clementine.  The scene is fogging over.

		JOEL
	I told her today I need to end it.

		CLEMENTINE
	Is that what you want?

		JOEL
	I did it.  I guess that means something.

Clementine shrugs.  The scene fades.","In the Borders bookstore at night, Joel confides in Clementine that he told someone that he needs to end something. When Clementine asks if that's really what he wants, Joel confirms that he did it anyway and there is a sense of accomplishment as the scene gradually fades away."
"EXT. PARK - DAY

Joel walks with Naomi.

		NAOMI
	So what's going on, Joel?

		JOEL
	I don't know, I've just been thinking,
	maybe we're not happy with each other.

		NAOMI
	What?

		JOEL
	Y'know, we've been, I don't know, sort
	of, unhappy with each other and --

		NAOMI
	Don't say ""we"" when you mean ""you.""

		JOEL
	I think maybe, we're both so used to
	operating at this level that -- How can
	one person be unhappy?  If one person is
	unhappy, both have to be... by
	definition.

		NAOMI
	Bullshit.  Who is it?  You met someone.

		JOEL
	No.  I just need some space, maybe.

		NAOMI
	The thing is, Joel, whatever it is you
	think you have with this chick, once the
	thrill wears off, you're just going to be
	Joel with the same fucking problems.

		JOEL
	It's not somebody else.

		VOICE-OVER
	I hate myself.

Naomi walks off.  Joel watches her.  The scene fades.","Joel and Naomi are walking in a park. Joel tells Naomi that they may not be happy with each other. Naomi gets defensive and doesn't want Joel to use the word ""we"" when describing their unhappiness. Joel tries to explain that if one person is unhappy, both must be unhappy by definition. Naomi accuses Joel of meeting someone else, but Joel denies it and says he just needs some space. Naomi thinks that Joel will have the same problems with anyone else and tells him that he's always going to be ""Joel"". Joel is left alone, and he hates himself."
"INT. BORDER'S BOOKSTORE - NIGHT

Joel enters, looks around.  There's no sign of Clementine.
Joel approaches a male employee.

		JOEL
	Is there a Clementine who works here?

		MALE EMPLOYEE #1
		(calling to another male
		 employee)
	Mark, is Clem on tonight?

		MALE EMPLOYEE #2
	On my dick, bro.
		(turns, sese Joel, embarrassed)
	Oh, hey.  Yeah, I think she's upstairs in
	Philosophy.

Joel climbs stairs, searches the aisle, spots Clementine.

		JOEL
	Hi.

She turns.

		CLEMENTINE
	I didn't think you'd show your face
	around me again.  I figured you were
	humiliated.  You did run away, after all.

		JOEL
	Sorry to track you down like this.  I'm
	not a stalker.  But I needed to see you.

		CLEMENTINE
		(seemingly uninterested)
	Yeah?

		JOEL
	I'd like to... take you out or something.

		CLEMENTINE
	Well, you're married.

		JOEL
	Not yet.  Not married.

		CLEMENTINE
	Look, man, I'm telling you right off the
	bat, I'm high maintenance.  So I'm not
	going to tiptoe around your marriage or
	whatever it is you got going there.  If
	you want to be with me, you're with me.

		JOEL
	Okay.

		CLEMENTINE
	So make your domestic decisions and maybe
	we'll talk again.

She goes back to stacking.  Joel stands there helplessly.

		JOEL
	I just think that you have some kind
	of... quality that seems really important
	to me.

The scene is disintegrating.  Clementine's speech is
delivered without passion.

		CLEMENTINE
	Joel, I'm not a concept.  I want you to
	just keep that in your head.  Too many
	guys think I'm a concept or I complete
	them or I'm going to make them alive, but
	I'm just a fucked-up girl who is looking
	for my own peace of mind.  Don't assign
	me yours.

		JOEL
	I remember that speech really well.

		CLEMENTINE
		(smiling)
	I had you pegged, didn't I?

		JOEL
	You had the whole human race pegged.

		CLEMENTINE
	Probably.

		JOEL
	I still thought you were going to save
	me.  Even after that.

		CLEMENTINE
	I know.

		JOEL
	It would be different, if we could just
	give it another go around.

		CLEMENTINE
	Remember me.  Try your best.  Maybe we
	can.

The scene is gone.","﻿In this scene, Joel is searching for Clementine at a bookstore. He approaches an employee and asks if there's a Clementine who works there. The employee calls another male employee to check if she's working that night. They confirm that she is in the Philosophy section on the second floor. Joel climbs the stairs, finds Clementine, and apologizes for tracking her down. She seems uninterested in him and tells him that she's high maintenance and not going to tiptoe around his marriage or whatever he has going on. Joel tries to impress her by mentioning a quality he thinks is important about her, but Clementine reminds him that she's just a person looking for her own peace of mind and doesn't want to be assigned someone else's. The scene ends with Clementine telling Joel to remember her and try his best if they can give their relationship another chance."
